,bn_phrases,en_translated,Unnamed: 0
8533,"স্টাফ কোয়াটার মসজিদ, ","Staff Quarter Mosque,",
8534,"মদন সবজি বাজার, ","Madan Vegetable Market,",
8535,"আই ব্লক সড়ক ১, ","Eye block road 1,",
8536,বি আর টিসি বাস স্টপ,BR TC Bus Stop,
8537,"টাঙ্গাইল কার রেন্টাল এজেন্সি, ","Tangail Car Rental Agency,",
8538,"বিশমাইল, ","Bismile,",
8539,"করাইল মজিদ ও শিক্ষা প্রকল্প, ","Kareil Majid and Education Project,",
8540,"শায়েস্তাগঞ্জ, ","Shaistaganj,",
8541,"বেড়িবাঁধ গলি, ","Barricade lane,",
8542,"অগ্রণী ব্যাংক, ","Agrani Bank,",
8543,"শ্যামলী স্কয়ার, ","Shyamoli Square,",
8544,"হুমায়ুন রোড, ","Humayun Road,",
8545,ভট্টবালিয়াঘাটা,Bhattabaliaghata,
8546,"জগতি স্টেশন সড়ক, ","Jagati Station Road,",
8547,"রিং রোড, ","Ring Road,",
8548,"পাড়িল সরকারি প্রাথমিক বিদ্যালয়, ","Parail Government Primary School,",
8549,"শহীদ জিয়া সড়ক, ","Shaheed Zia Road,",
8550,"কর্মসংস্থান ব্যাংক, শালিখা, ","Employment Bank, Salikha,",
8551,"চরনিয়ামত সরকারি প্রাথমিক বিদ্যালয়, ","Charaniamat Government Primary School,",
8552,"বাঘারপাড়া, ","Tigerpara,",
8553,"বসুন্ধরা সিনামা হল, ","Bashundhara Cinema Hall,",
8554,"বড়বাড়ী, ","Barbari,",
8555,"মসজিদুল ফেরদৌস, ","Mosque al -Ferdous,",
8556,"পেন্টিয়াম কম্পিউটার সেন্টার, ","Pentium Computer Center,",
8557,"টগরা ফেরীঘাট, ","Tugra Ferighat,",
8558,"ডাচ-বাংলা এজেন্ট ব্যাংক, ","Dutch-Bangla Agent Bank,",
8559,"মুরাদনগর উপজেলা স্বাস্থ্য কমপ্লেক্সে, ","At Muradnagar Upazila Health Complex,",
8560,"তারালিয়া, ","Tarlaiya,",
8561,"পাইন্দং ঈদগাহ জামে মসজিদ, ","Pindong Eidgah Jame Mosque,",
8562,"হাশিমপুর, ","Hashimpur,",
8563,"রূপালী ব্যাংক রেকাবি বাজার শাখা, ","Silver Bank Rockabi Market Branch,",
8564,"বাজনাখাল, ","Playing,",
8565,"চৌড়হাস কাচা বাজার, ","Charuthus raw market,",
8566,"রাজবাড়ী জামে মসজিদ, ","Rajbari Jame Mosque,",
8567,"ইভা বিউটি পার্লার, ","Eva Beauty Parlor,",
8568,"বেতপট্টি জামে মসজিদ, ","Betpatti Jame Mosque,",
8569,"জেলা জজ আদালত, ","District Judge Court,",
8570,"বালক বিদ্যালয়, ","Boy's school,",
8571,"চান্দুরিয়া, ","Chanduria,",
8572,"শিশির ছাত্রাবাস, ","Dew hostel,",
8573,"জনতা লঞ্চ ঘাট, ","Janata Launch Ghat,",
8574,"সড়ক ১৪ সেক্টর ৩, ","Road 1 Sector 1,",
8575,"শহীদ নগর আধা গলি, ","Shaheed Nagar semi -alley,",
8576,"কালিবাড়ি মসজিদ, ","Kalibari Mosque,",
8577,"বাগেরহাট-খুলনা মহাসড়ক, ","Bagerhat-Khulna highway,",
8578,"বারৈয়ারা, ","Barayara,",
8579,"বরগুনা পৌরসভা, ","Barguna Municipality,",
8580,"কাটেংগা, ","Cutanga,",
8581,"পুরান বাজার মসজিদ, ","Old Market Mosque,",
8582,আইআইটি রোড,IIT Road,
8583,"এ/সি মসজিদ সড়ক, ","A/C Mosque Road,",
8584,"কাশিমালা, ","Kashimala,",
8585,"রামকৃষ্ণপুর, ","Ramakrishnapur,",
8586,"ধনবাড়ী নবাব শাহী জামে মসজিদ, ","Dhanbari Nawab Shahi Jame Mosque,",
8587,"কারুপণ্য, ","Craftsmanship,",
8588,"সোস্যাল ইসলামী ব্যাংক লিমিটেড এটিএম, ","Social Islamic Bank Ltd ATM,",
8589,"করাতিপারা পশ্চিম পারা জামে মসজিদ, ","Karatipara West Para Jame Mosque,",
8590,"উপজেলা রিসোর্স সেন্টার, মনোহরগঞ্জ, ","Upazila Resource Center, Manoharganj,",
8591,"ময়মনসিংহ জেলা স্টেডিয়াম, ","Mymensingh District Stadium,",
8592,"তিরাইল, ","Array,",
8593,"ইসলামী ব্যাংক বাংলাদেশ লিমিটেড এটিএম বুথ, ","Islami Bank Bangladesh Limited ATM Booth,",
8594,"হতাশার চত্বর, ","In the square of disappointment,",
8595,"কাঠপট্টি রোড, ","Kathpatti Road,",
8596,"হাসিনা হোটেল, ","Hasina Hotel,",
8597,"বিনিময় ট্রেডার্স, ","In exchange traders,",
8598,"নিয়াজপুর, ","Niazpur,",
8599,"গালা, ","Gala,",
8600,"পাহাড়ের চক, ","The chalk of the hill,",
8601,"জোয়ার সাহারা, ","Tidal sahara,",
8602,"রাশিদ মিয়া বাড়ির গলি ১, ","Rashid Mia house lane 1,",
8603,"সাত মসজিদ হাউজিং, ","Seven mosques housing,",
8604,"বিষ্ণুপুর বাজার, ","Vishnupur Bazar,",
8605,"সায়মন প্লাজা ,রূপসদী উত্তর বজার, ","Simon Plaza, Rupsadi North Bazar,",
8606,"র‍্যাব সিপিসি-৩, ","RAB CPC-1,",
8607,"বানিয়াধলা চড়পাড়া জামে মসজিদ, ","Baniadhala Chapara Jame Mosque,",
8608,"আলমনগর বাজার, ","Almonagar Bazar,",
8609,"এস আর এস ফার্মেসি, ","SRS Pharmacy,",
8610,"অ্যাপোলো ডেন্টাল ক্লিনিক এন্ড মেডিকেল কেয়ার, ","Apollo Dental Clinic & Medical Care,",
8611,"সেতি নারায়ণপুর, ","Seti Narayanpur,",
8612,"ঢেকিয়া খেলার মাঠ, ","The playground of the Ekia,",
8613,"নরহরিপু দেবপুর উচ্চ বিদ্যালয়, ","Norharipu Devpur High School,",
8614,"মিরপুর মহিলা মাদ্রাসা, ","Mirpur Women's Madrasa,",
8615,"ড্যাপস স্কুল, ","DAPS School,",
8616,"চৌদ্দশত, ","Fourteenth,",
8617,"শেরে বাংলা নগর সরকারী বালক উচ্চ বিদ্যালয়, ","Sher -e -Bangla Nagar Government Boys High School,",
8618,"আইস ফ্যাক্টরি রোড, ","Ice Factory Road,",
8619,"কোনাবাড়ী, ","Konabari,",
8620,"মেনিখালী, ","Menikhali,",
8621,"পুরাতন বাসস্ট্যান্ড মসজিদ, ","Old busstand mosque,",
8622,"সড়ক নং ৩, ","Road No. 1,",
8623,"পূর্বাচল, ","Purbachal,",
8624,"পার্বতীপুর জংশন, ","Parbatipur Junction,",
8625,"স্মৃতিধারা কেন্দ্রীয় জামে মসজিদ, ","Memorial Central Jame Mosque,",
8626,"সরকার পাড়া জামে মসজিদ, ","Sarkar Para Jame Mosque,",
8627,"কুড়িগ্রাম, ","Kurigram,",
8628,"ষাটনল, ","Sixth,",
8629,"সাইফুল টি স্টল, ","Saiful Tea Stall,",
8630,"সড়ক ১৪, ","Road 1,",
8631,"ভিন্ন জগৎ, ","In a different world,",
8632,"সুরুজবাগ মসজিদ গলি, ","Surujbag Mosque Mosque,",
8633,"চাতরা, ","Chatter,",
8634,"এটিআই মসজিদ, ","ATI Mosque,",
8635,"আলম বিদিতর, ","Alam Viditar,",
8636,"তাহার বাগ লেন, ","Its bug lane,",
8637,"চারঘাট, ","Charghat,",
8638,"করদি, ","Corridor,",
8639,"সাংকিসাইর, ","Sankisir,",
8640,"কুতুব ডেওর গোলা, ","Kutub Dao's Gola,",
8641,"লাইফ সেভ ব্লাড ব্যাংক, ","Life Save Blood Bank,",
8642,"চর ফতেজংপুর, ","Char Fatejangpur,",
8643,"হাজী তৈয়ব ফার্মেসী, ","Haji Tayyab Pharmacy,",
8644,"শিউলী পেট্রোল পাম্প, ","Pumps of Schully Petrol,",
8645,"মুরাদনগর কেন্দ্রীয় ঈদগা ময়দান, ","Muradnagar Central Eidga Maidan,",
8646,"ইন্দুরিয়া, ","Induria,",
8647,"২ নং আমরাজুড়ী ইউনিয়ন পরিষদ, ","Amarajuri Union Parishad, 2",
8648,"পূর্ব বাজার, ","East Market,",
8649,"কাচারী বাজার, ","Kachari Bazar,",
8650,"দেবকরা, ","Goddess,",
8651,"সেক্টর ১৩, ","Sector 1,",
8652,"শরিয়তপুর জামে মসজিদ, ","Shariatpur Jame Mosque,",
8653,"আলমপুর, ","Alampur,",
8654,"কোর্ট বিল্ডিং (সাবেক), ","Court building (formerly),",
8655,"আব্দুল আজিজ পৌর মাতৃসধন, ","Abdul Aziz Municipal Maternity,",
8656,"আনসারী প্লাজা ১ নং গলি, ","Ansari Plaza No. 4 lane,",
8657,"অতিশ দীপঙ্কর সড়ক, ","Atish Dipankar Road,",
8658,"দড়াটানা, ","Darda,",
8659,"শহীদ জিয়া বাসাবো উচ্চ বিদ্যালয়, ","Shaheed Zia Basabo High School,",
8660,"ফরেষ্টর দোকান রোড, হাইডচাকিয়া","Forestr Shop Road, Hydchakia",
8661,"পদুয়া বাজার, ","Padua Bazar,",
8662,"সিদ্ধেশ্বরী সড়ক, ","Siddheshwari Road,",
8663,"ডি আই টি সড়ক, ","DIT Road,",
8664,"আমিন বাজার কেন্দ্রীয় মসজিদ, ","Amin Bazar Central Mosque,",
8665,"মিরাসপাড়া, ","Miraspara,",
8666,"বান্দরবান, ","Bandarban,",
8667,"সড়ক নং-১০, ","Road No-1,",
8668,"বলাকা হোটেল, ","Balaka Hotel,",
8669,"লৌহজং, ","Ironjong,",
8670,"শহীদ সোহরাওয়ার্দী সড়ক, ","Shaheed Suhrawardy Road,",
8671,"বেরকী, ","Berki,",
8672,"ঝালকাঠী, ","Jhalakathi,",
8673,"জামতৈল, ","Jamaatil,",
8674,"সড়ক ৭ ব্লক এফ, ","Road 1 Block F,",
8675,"মালিবাগ মোড়, ","Malibagh twist,",
8676,"ফজলে রউফ আইডিয়াল মাদ্রাসা, ","Fazle Rauf Ideal Madrasa,",
8677,"ধর্মরাজিক উচ্চ বিদ্যালয়, ","Religious High School,",
8678,"গাছতলা ঘাট সড়ক, ","The plants of the plant,",
8679,"উত্তর হারবাং সরকারি প্রাথমিক বিদ্যালয়।, ","Answer Harbang Government Primary School.,",
8680,"বেগম ফজিলাতুন্নেসা মুজিব হল, ","Begum Fazilatunnesa Mujib Hall,",
8681,"বিলশা, ","Bilasa,",
8682,"শের-ই-বাংলা জাতীয় ক্রিকেট স্টেডিয়াম, ","Sher-e-Bangla National Cricket Stadium,",
8683,"বাজার সড়ক, ","Market Roads,",
8684,"নীলডুমুর বাজার, ","Nildumur Bazar,",
8685,"ফেনী সরকারি বালিকা উচ্চ বিদ্যালয়, ","Feni Government Girls High School,",
8686,"বায়তুল ইসলাম জামে মসজিদ, ","Baitul Islam Jame Mosque,",
8687,"তালতলা সড়ক, ","Taltala road,",
8688,"গোবিন্দগঞ্জ, ","Govindganj,",
8689,"হাসনাবাদ বাজার, ","Hasnabad Bazar,",
8690,"খেজুরতলা বাস স্টপ, ","Khajuratala bus stop,",
8691,"ভরতখালী, ","Bharatkhali,",
8692,"মিউচুয়াল ট্রাস্ট ব্যাংক লিমিটেড এটিএম, ","Mutual Trust Bank Ltd ATM,",
8693,"সাকিব ছাত্রাবাস, ","Shakib hostel,",
8694,"ঢাকা কেন্দ্রীয় কারাগার মসজিদ, ","Dhaka Central Jail Mosque,",
8695,"চর গাজিপুর, ","Char Gazipur,",
8696,"ইউনাইটেড কমার্শিয়াল ব্যাংক লিমিটেডের এটিএম, ","ATM of United Commercial Bank Limited,",
8697,"সড়ক ১০, ","Road 1,",
8698,"ডাটিকারা, ","Datikara,",
8699,"দূর্জয় টেলিকম, ","Dur Jaya Telecom,",
8700,"বাংলাবাজার কৃষি ব্যাংক, ","Bangla Bazar Agricultural Bank,",
8701,"ক্বারি হুজুরের মসজিদ, ","The mosque of the Qur'an Huzur,",
8702,"আত্মবিশ্বাস পল্লী উন্নয়ন সংস্থা, ","Self -confidence is the Rural Development Organization,",
